source,target,flow_type,weight,evidence_method,evidence_statement
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean buy(java.lang.String,java.lang.String,double,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>(r1, $r38)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean buy(java.lang.String,java.lang.String,double,int)>","virtualinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void queueOrder(java.lang.Integer,boolean)>($r38, 1)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean buy(java.lang.String,java.lang.String,double,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void cancelOrder(java.sql.Connection,java.lang.Integer)>(r1, $r26)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean buy(java.lang.String,java.lang.String,double,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>(r1, $r38)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean buy(java.lang.String,java.lang.String,double,int)>","virtualinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void queueOrder(java.lang.Integer,boolean)>($r38, 1)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean buy(java.lang.String,java.lang.String,double,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void cancelOrder(java.sql.Connection,java.lang.Integer)>(r1, $r26)"
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","r40_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.QuoteDataBean getQuoteData(java.sql.Connection,java.lang.String)>($r37, $r14)"
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","r35_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean createOrder(java.sql.Connection,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,java.lang.String,double)>($r37, $r38, r40_2, $r39, ""sell"", d0)"
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void updateHoldingStatus(java.sql.Connection,java.lang.Integer,java.lang.String)>($r37, $r5, $r4)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>($r37, $r13)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","virtualinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void queueOrder(java.lang.Integer,boolean)>($r11, 1)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void cancelOrder(java.sql.Connection,java.lang.Integer)>($r37, $r33)"
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","r40_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.QuoteDataBean getQuoteData(java.sql.Connection,java.lang.String)>($r37, $r14)"
com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","r35_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean createOrder(java.sql.Connection,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,java.lang.String,double)>($r37, $r38, r40_2, $r39, ""sell"", d0)"
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","r35_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean createOrder(java.sql.Connection,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,java.lang.String,double)>($r37, $r38, r40_2, $r39, ""sell"", d0)"
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void updateHoldingStatus(java.sql.Connection,java.lang.Integer,java.lang.String)>($r37, $r5, $r4)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>($r37, $r13)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","virtualinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void queueOrder(java.lang.Integer,boolean)>($r11, 1)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean sell(java.lang.String,java.lang.Integer,int)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void cancelOrder(java.sql.Connection,java.lang.Integer)>($r37, $r33)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>","r55_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.HoldingDataBean createHolding(java.sql.Connection,int,java.lang.String,double,java.math.BigDecimal)>(r1, i4, r5, d0, r6)"
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.TradeAction,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>","virtualinvoke $r10.<com.ibm.websphere.samples.daytrader.TradeAction: void orderCompleted(java.lang.String,java.lang.Integer)>(r9, r2)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void updateOrderStatus(java.sql.Connection,java.lang.Integer,java.lang.String)>(r1, $r56, ""closed"")"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>","r55_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.HoldingDataBean createHolding(java.sql.Connection,int,java.lang.String,double,java.math.BigDecimal)>(r1, i4, r5, d0, r6)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>","specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void updateOrderStatus(java.sql.Connection,java.lang.Integer,java.lang.String)>(r1, $r56, ""closed"")"
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.TradeAction,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>",specialinvoke $r10.<com.ibm.websphere.samples.daytrader.TradeAction: void <init>(com.ibm.websphere.samples.daytrader.TradeServices)>(r0)
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.TradeAction,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean completeOrder(java.sql.Connection,java.lang.Integer)>","virtualinvoke $r10.<com.ibm.websphere.samples.daytrader.TradeAction: void orderCompleted(java.lang.String,java.lang.Integer)>(r9, r2)"
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.HoldingDataBean createHolding(java.sql.Connection,int,java.lang.String,double,java.math.BigDecimal)>","r4 = staticinvoke <com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect: java.lang.Integer getNextID(java.sql.Connection,java.lang.String,boolean,boolean)>(r2, ""holding"", $z0, $z1)"
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.HoldingDataBean createHolding(java.sql.Connection,int,java.lang.String,double,java.math.BigDecimal)>","r4 = staticinvoke <com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect: java.lang.Integer getNextID(java.sql.Connection,java.lang.String,boolean,boolean)>(r2, ""holding"", $z0, $z1)"
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean createOrder(java.sql.Connection,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,java.lang.String,double)>","r4 = staticinvoke <com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect: java.lang.Integer getNextID(java.sql.Connection,java.lang.String,boolean,boolean)>(r2, ""order"", $z0, $z1)"
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.OrderDataBean createOrder(java.sql.Connection,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,java.lang.String,double)>","r4 = staticinvoke <com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect: java.lang.Integer getNextID(java.sql.Connection,java.lang.String,boolean,boolean)>(r2, ""order"", $z0, $z1)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,<com.ibm.websphere.samples.daytrader.direct.TradeDirect: java.util.Collection getClosedOrders(java.lang.String)>,"specialinvoke r1.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void updateOrderStatus(java.sql.Connection,java.lang.Integer,java.lang.String)>($r11, $r5, $r4)"
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,<com.ibm.websphere.samples.daytrader.direct.TradeDirect: java.util.Collection getClosedOrders(java.lang.String)>,"specialinvoke r1.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void updateOrderStatus(java.sql.Connection,java.lang.Integer,java.lang.String)>($r11, $r5, $r4)"
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.Log,return_value_flow,3,<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean updateAccountProfile(com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean)>,"staticinvoke <com.ibm.websphere.samples.daytrader.util.Log: void trace(java.lang.String,java.lang.Object)>($r8, $r7)"
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean updateAccountProfile(com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean)>,"r12_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean getAccountProfileData(java.sql.Connection,java.lang.String)>($r9, $r2)"
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.Log,argument_passing_flow,3,<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean updateAccountProfile(com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean)>,"staticinvoke <com.ibm.websphere.samples.daytrader.util.Log: void trace(java.lang.String,java.lang.Object)>($r8, $r7)"
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean updateAccountProfile(com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean)>,"specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: void updateAccountProfile(java.sql.Connection,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean)>($r9, r1)"
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean updateAccountProfile(com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean)>,"r12_1 = specialinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean getAccountProfileData(java.sql.Connection,java.lang.String)>($r9, $r2)"
com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.direct.TradeDirect,return_value_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.QuoteDataBean updateQuotePriceVolume(java.lang.String,java.math.BigDecimal,double)>","$r3 = virtualinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.QuoteDataBean updateQuotePriceVolumeInt(java.lang.String,java.math.BigDecimal,double,boolean)>(r1, r2, d0, $z0)"
com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.direct.TradeDirect,argument_passing_flow,3,"<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.QuoteDataBean updateQuotePriceVolume(java.lang.String,java.math.BigDecimal,double)>","$r3 = virtualinvoke r0.<com.ibm.websphere.samples.daytrader.direct.TradeDirect: com.ibm.websphere.samples.daytrader.entities.QuoteDataBean updateQuotePriceVolumeInt(java.lang.String,java.math.BigDecimal,double,boolean)>(r1, r2, d0, $z0)"
